EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID
Ação Júnior,FEJESC,1994,4,4,Não,29.63,6000.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,6705.08,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,4147.26,3,10,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,5000.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,2567.93,3,10,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,4457.11,3,8,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,7633.27,4,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,2841.04,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,4049.74,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,7078.52,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,7600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,6132.70,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,4390.89,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
Ação Júnior,FEJESC,1994,4,4,Não,29.63,4395.94,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,38,199
UCS Empresa Júnior,FEJERS,2014,1,1,Não,40,5000.00,3,N/A,RS,Caxias do Sul,Universidade de Caxias do Sul,11,103
UCS Empresa Júnior,FEJERS,2014,1,1,Não,40,1200.00,3,N/A,RS,Caxias do Sul,Universidade de Caxias do Sul,11,103
UCS Empresa Júnior,FEJERS,2014,1,1,Não,40,1200.00,2,N/A,RS,Caxias do Sul,Universidade de Caxias do Sul,11,103
Actuar Consult Júnior,RN Júnior,2018,N/A,1,Não,37.2,6000.00,6,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,10,1180
Actuar Consult Júnior,RN Júnior,2018,N/A,1,Não,37.2,3500.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,10,1180
Actuar Consult Júnior,RN Júnior,2018,N/A,1,Não,37.2,4000.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,10,1180
Actuar Consult Júnior,RN Júnior,2018,N/A,1,Não,37.2,4000.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,10,1180
Actuar Consult Júnior,RN Júnior,2018,N/A,1,Não,37.2,4000.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,10,1180
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,1200.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,600.00,3,10,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,500.00,2,10,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,1800.00,2,9,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,1590.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,1200.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,7800.00,5,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,500.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,750.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,7200.00,5,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,700.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,600.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,372.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,750.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,1400.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,800.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,630.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CONSEJ - Consultoria Jurídica Júnior,RN Júnior,2017,1,3,Não,19.18,575.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,36,727
CSTQ Jr.,Concentro,2016,4,3,Não,23,700.00,2,9,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,45.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,700.00,3,9,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,1000.00,1,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,1125.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,2100.00,1,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,375.00,2,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,3960.00,4,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,2150.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,45.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,270.00,1,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,200.00,2,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,4200.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,100.00,2,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,480.00,2,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,1150.00,3,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,225.00,2,N/A,DF,Brasília,UnB,33,2
CSTQ Jr.,Concentro,2016,4,3,Não,23,645.00,3,N/A,DF,Brasília,UnB,33,2
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,7779.00,3,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,7812.00,2,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,13200.00,2,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,1650.00,2,10,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,12650.00,2,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,610.00,2,10,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,4500.00,2,10,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,611.00,1,10,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,6132.00,3,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,1200.00,3,N/A,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,4700.00,4,9,PE,Recife,UFPE,35,196
EIXO Consultoria,FEJEPE,2016,2,3,Não,18.12,750.00,2,N/A,PE,Recife,UFPE,35,196
Sinc,FEJERS,2018,N/A,1,Não,31.67,2300.00,3,10,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,22,1021
Sinc,FEJERS,2018,N/A,1,Não,31.67,1680.00,5,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,22,1021
Empresa Júnior de Assistência Veterinária,FEJESP,2017,1,2,Não,11,7300.00,5,8,SP,São Paulo,Universidade de São Paulo,26,538
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,90.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,2,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,85.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,304.00,3,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,77.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,3,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,304.00,2,10,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,80.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,85.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,225.00,6,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,170.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,170.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,2238.00,2,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,3,10,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,170.00,3,9,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,80.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,85.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,172.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,172.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,85.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,170.00,3,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,85.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,180.00,1,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,360.00,4,N/A,CE,Fortaleza,UFC,27,355
Ipharma Consultoria Farmacêutica Júnior,FEJECE,2015,1,1,Não,9.63,420.00,5,N/A,CE,Fortaleza,UFC,27,355
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,2214.00,8,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,1410.00,4,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,1000.00,5,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,1033.65,3,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,738.82,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Apta Consultoria Jr,RN Júnior,2018,N/A,1,Não,22.57,820.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1092
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,1627.88,2,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2211.28,5,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2832.29,3,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2367.04,4,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2168.72,3,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2132.02,4,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,2179.97,2,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,1630.97,1,N/A,SP,Tupã,UNESP,26,418
Empreender Jr. ,FEJESP,2014,3,2,Não,36.31,3200.00,5,N/A,SP,Tupã,UNESP,26,418
Sercivil,SERJÚNIOR,2017,1,2,Não,18.33,750.00,1,N/A,SE,Estância,IFS,10,703
Sercivil,SERJÚNIOR,2017,1,2,Não,18.33,1244.00,4,N/A,SE,Estância,IFS,10,703
Sercivil,SERJÚNIOR,2017,1,2,Não,18.33,600.00,2,N/A,SE,Estância,IFS,10,703
Sercivil,SERJÚNIOR,2017,1,2,Não,18.33,2000.00,4,N/A,SE,Estância,IFS,10,703
Sercivil,SERJÚNIOR,2017,1,2,Não,18.33,841.70,3,N/A,SE,Estância,IFS,10,703
Otimize Consultoria,PB Júnior,2018,N/A,2,Não,27.31,6500.00,2,N/A,PB,,UFPB,22,1204
Otimize Consultoria,PB Júnior,2018,N/A,2,Não,27.31,4750.00,1,N/A,PB,,UFPB,22,1204
Otimize Consultoria,PB Júnior,2018,N/A,2,Não,27.31,6000.00,2,N/A,PB,,UFPB,22,1204
Otimize Consultoria,PB Júnior,2018,N/A,2,Não,27.31,10000.00,3,N/A,PB,,UFPB,22,1204
Otimize Consultoria,PB Júnior,2018,N/A,2,Não,27.31,892.60,1,N/A,PB,,UFPB,22,1204
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,3314.00,4,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1533.00,2,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,3018.60,3,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1283.00,2,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,2225.50,4,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,17340.00,4,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,3650.00,4,10,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1480.80,3,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1103.10,1,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1500.00,3,10,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1509.00,3,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,4986.00,1,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1252.80,3,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,2955.00,3,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,1720.00,1,N/A,PR,Maringá,UEM,24,313
CONSEQ,FEJEPAR,2008,2,4,Não,61.17,5940.00,3,N/A,PR,Maringá,UEM,24,313
CERF - Soluções Tecnológicas,PB Júnior,2018,N/A,1,Não,35.4,650.00,5,8,PB,João Pessoa,IFPB,14,931
CERF - Soluções Tecnológicas,PB Júnior,2018,N/A,1,Não,35.4,800.00,5,N/A,PB,João Pessoa,IFPB,14,931
CERF - Soluções Tecnológicas,PB Júnior,2018,N/A,1,Não,35.4,50.00,5,N/A,PB,João Pessoa,IFPB,14,931
CERF - Soluções Tecnológicas,PB Júnior,2018,N/A,1,Não,35.4,500.00,3,N/A,PB,João Pessoa,IFPB,14,931
CERF - Soluções Tecnológicas,PB Júnior,2018,N/A,1,Não,35.4,980.00,4,N/A,PB,João Pessoa,IFPB,14,931
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,320.00,2,10,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,3914.99,4,6,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,1728.60,2,10,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,2908.66,4,8,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,716.00,2,6,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,240.00,2,10,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,150.00,2,10,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,1762.16,3,9,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,300.00,2,9,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,1974.92,3,N/A,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,1530.65,2,N/A,SP,Assis,UNESP,24,139
Humanus Empresa Junior,FEJESP,2009,1,2,Não,17,2050.02,10,N/A,SP,Assis,UNESP,24,139
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,6696.00,4,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,8460.36,3,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,6706.72,3,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,5198.24,3,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,3960.27,2,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,21006.23,10,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,5265.09,2,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,4263.60,3,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
Ibmec Jr.,RioJunior,1996,4,4,Não,28.67,3834.84,2,N/A,RJ,Rio de Janeiro,FACULDADE DE ECONOMIA E FINANÇAS IBMEC,35,157
FEF Jr,FEJESP,2019,N/A,N/A,Não,0,9180.00,2,N/A,SP,,UNICAMP,9,1337
FEF Jr,FEJESP,2019,N/A,N/A,Não,0,705.00,8,N/A,SP,,UNICAMP,9,1337
FEF Jr,FEJESP,2019,N/A,N/A,Não,0,600.00,3,N/A,SP,,UNICAMP,9,1337
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,8400.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,2800.00,2,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,5000.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,3000.00,3,9,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,10250.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,10000.00,4,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,7560.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,2,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,7600.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,11800.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1000.00,1,10,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,4800.00,3,9,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,3670.00,2,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,11084.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,4790.00,2,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,38380.00,4,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,6540.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,12480.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,5541.84,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,3700.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,3700.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,5000.00,3,N/A,DF,Brasília,UnB,34,3
Econsult Consultoria Econômica,Concentro,2008,5,5,Não,14.62,1250.80,2,N/A,DF,Brasília,UnB,34,3
Degrau,PB Júnior,2017,1,1,Não,14,820.00,3,N/A,PB,Rio Tinto,UFPB,31,549
Degrau,PB Júnior,2017,1,1,Não,14,900.00,4,N/A,PB,Rio Tinto,UFPB,31,549
EMPsi Jr,FEJESP,2018,N/A,2,Não,18,954.00,4,9,SP,,UFSCAR,16,840
EMPsi Jr,FEJESP,2018,N/A,2,Não,18,500.00,4,10,SP,,UFSCAR,16,840
EMPsi Jr,FEJESP,2018,N/A,2,Não,18,400.00,3,10,SP,,UFSCAR,16,840
EMPsi Jr,FEJESP,2018,N/A,2,Não,18,1395.00,13,N/A,SP,,UFSCAR,16,840
EMPsi Jr,FEJESP,2018,N/A,2,Não,18,420.00,5,N/A,SP,,UFSCAR,16,840
CodeX,PB Júnior,2018,N/A,1,Não,34.11,1800.00,3,N/A,PB,Campina Grande,UFCG,18,1222
CodeX,PB Júnior,2018,N/A,1,Não,34.11,1600.00,7,N/A,PB,Campina Grande,UFCG,18,1222
CodeX,PB Júnior,2018,N/A,1,Não,34.11,10000.00,6,N/A,PB,Campina Grande,UFCG,18,1222
CodeX,PB Júnior,2018,N/A,1,Não,34.11,630.00,2,N/A,PB,Campina Grande,UFCG,18,1222
Dipolum Consultoria,FEJEPE,2017,1,1,Não,64,8736.00,4,N/A,PE,Recife,UFPE,18,738
