EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID,ACAO_COMPARTILHADA,MES
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1700.00,4,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,3500.00,4,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,750.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,6
Locus Iuris,FEJESC,2013,4,5,Não,18.46,800.00,1,10,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,6
Locus Iuris,FEJESC,2013,4,5,Não,18.46,2000.00,5,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,800.00,2,10,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1575.00,5,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1800.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,2000.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1300.00,2,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Sim,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,350.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1730.00,4,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,3200.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
Locus Iuris,FEJESC,2013,4,5,Não,18.46,830.00,2,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1000.00,1,10,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,7
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Sim,5
Locus Iuris,FEJESC,2013,4,5,Não,18.46,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Sim,5
Locus Iuris,FEJESC,2013,4,5,Não,18.46,828.00,2,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,25,178,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5326.56,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,3000.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5202.00,3,N/A,PE,Recife,UFPE,39,27,Não,3
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,9590.61,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,8428.71,2,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,9117.15,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,7156.75,2,10,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5600.00,1,N/A,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4839.44,2,N/A,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4356.61,1,10,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2533.44,2,10,PE,Recife,UFPE,39,27,Sim,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4960.00,1,N/A,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,7815.75,2,N/A,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,1900.00,2,10,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2441.44,2,10,PE,Recife,UFPE,39,27,Sim,2
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5894.44,3,10,PE,Recife,UFPE,39,27,Não,2
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,N/A,PE,Recife,UFPE,39,27,Não,2
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,11300.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,3740.00,3,N/A,PE,Recife,UFPE,39,27,Não,2
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2500.00,2,N/A,PE,Recife,UFPE,39,27,Sim,2
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,10558.33,1,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,6000.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,9600.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,12200.00,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,6222.00,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2800.00,2,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,N/A,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4000.00,3,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,6687.45,2,10,PE,Recife,UFPE,39,27,Não,3
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4810.33,1,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,3589.62,3,10,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5220.90,2,N/A,PE,Recife,UFPE,39,27,Não,3
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,10584.00,2,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4000.00,3,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,1756.51,3,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,7256.28,3,N/A,PE,Recife,UFPE,39,27,Sim,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,17256.00,5,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,6200.00,3,N/A,PE,Recife,UFPE,39,27,Não,6
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5300.00,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5567.48,3,10,PE,Recife,UFPE,39,27,Não,3
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5000.00,3,10,PE,Recife,UFPE,39,27,Não,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4456.32,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,17856.33,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,10250.00,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5850.33,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,3600.00,3,N/A,PE,Recife,UFPE,39,27,Não,7
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,7426.56,3,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5500.00,2,N/A,PE,Recife,UFPE,39,27,Não,1
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2949.00,2,N/A,PE,Recife,UFPE,39,27,Sim,4
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,7356.95,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,4500.00,3,N/A,PE,Recife,UFPE,39,27,Não,5
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,2756.21,3,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,5612.00,1,N/A,PE,Recife,UFPE,39,27,Não,8
A.C.E. Consultoria,FEJEPE,1993,5,5,Não,41.03,9883.33,1,N/A,PE,Recife,UFPE,39,27,Não,8
Performance Júnior,FEJESP,2018,N/A,1,Não,15.4,100.00,2,N/A,SP,Presidente Prudente,UNESP,8,1250,Sim,5
Performance Júnior,FEJESP,2018,N/A,1,Não,15.4,3600.00,6,N/A,SP,Presidente Prudente,UNESP,8,1250,Não,4
Performance Júnior,FEJESP,2018,N/A,1,Não,15.4,2035.00,4,8,SP,Presidente Prudente,UNESP,8,1250,Não,6
Performance Júnior,FEJESP,2018,N/A,1,Não,15.4,850.00,3,N/A,SP,Presidente Prudente,UNESP,8,1250,Não,7
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,350.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,5
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,324.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,1
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,63.10,1,N/A,RJ,Seropédica,UFRRJ,23,416,Não,1
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,101.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,1
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,2500.00,4,N/A,RJ,Seropédica,UFRRJ,23,416,Não,3
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,300.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,3
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,2000.00,4,N/A,RJ,Seropédica,UFRRJ,23,416,Não,8
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,1000.00,3,N/A,RJ,Seropédica,UFRRJ,23,416,Não,8
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,239.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,6
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,118.00,1,N/A,RJ,Seropédica,UFRRJ,23,416,Não,6
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,189.30,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,6
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,150.00,2,N/A,RJ,Seropédica,UFRRJ,23,416,Não,7
Núcleo Consultoria Jr,RioJunior,2014,1,2,Não,35.77,1850.00,4,N/A,RJ,Seropédica,UFRRJ,23,416,Não,7
Multiconsultoria,RioJunior,2010,4,1,Não,24.5,2605.87,5,N/A,RJ,Seropédica,UFRRJ,16,378,Não,5
Multiconsultoria,RioJunior,2010,4,1,Não,24.5,1150.00,6,N/A,RJ,Seropédica,UFRRJ,16,378,Sim,5
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,3575.00,3,N/A,MG,Uberlândia,UFU,53,210,Sim,7
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,2500.00,3,N/A,MG,Uberlândia,UFU,53,210,Não,8
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,3000.00,36,9,MG,Uberlândia,UFU,53,210,Não,1
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,7250.00,7,10,MG,Uberlândia,UFU,53,210,Não,1
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,3905.52,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,4124.52,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,4617.24,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,6168.48,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,7059.72,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,4124.52,4,N/A,MG,Uberlândia,UFU,53,210,Não,2
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,2790.00,3,N/A,MG,Uberlândia,UFU,53,210,Sim,5
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,4200.00,4,N/A,MG,Uberlândia,UFU,53,210,Não,6
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,360.00,3,N/A,MG,Uberlândia,UFU,53,210,Sim,6
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,525.00,4,N/A,MG,Uberlândia,UFU,53,210,Sim,6
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,525.00,4,N/A,MG,Uberlândia,UFU,53,210,Sim,6
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,5250.00,4,N/A,MG,Uberlândia,UFU,53,210,Não,7
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,3000.00,3,N/A,MG,Uberlândia,UFU,53,210,Sim,7
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,3400.00,3,N/A,MG,Uberlândia,UFU,53,210,Sim,7
Apoio Consultoria Júnior,FEJEMG,2011,4,4,Não,43.3,4500.00,3,N/A,MG,Uberlândia,UFU,53,210,Não,8
Ecoflorestal Jr. Empresa Consultoria Florestal ,FEJESP,2018,N/A,2,Não,21.43,2398.63,5,N/A,SP,,UFSCAR,16,1114,Não,4
Ecoflorestal Jr. Empresa Consultoria Florestal ,FEJESP,2018,N/A,2,Não,21.43,1203.71,6,N/A,SP,,UFSCAR,16,1114,Não,3
Ecoflorestal Jr. Empresa Consultoria Florestal ,FEJESP,2018,N/A,2,Não,21.43,1500.00,5,N/A,SP,,UFSCAR,16,1114,Não,6
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,803.94,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,750.00,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,120.00,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,839.00,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,852.97,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,213.92,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,320.87,1,10,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,13125.00,6,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,830.00,3,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,154.44,3,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,750.00,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,807.96,3,9,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,800.00,3,8,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,800.00,3,8,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,854.80,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,2800.00,4,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,7188.26,5,N/A,CE,Fortaleza,UFC,28,73,Não,5
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,793.00,4,9,CE,Fortaleza,UFC,28,73,Não,1
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,1000.00,3,N/A,CE,Fortaleza,UFC,28,73,Não,4
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,1200.00,3,N/A,CE,Fortaleza,UFC,28,73,Não,4
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,860.52,3,N/A,CE,Fortaleza,UFC,28,73,Não,4
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,2556.38,1,N/A,CE,Fortaleza,UFC,28,73,Sim,3
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,888.06,3,10,CE,Fortaleza,UFC,28,73,Não,4
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,213.26,4,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,893.53,4,N/A,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,759.58,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,900.00,3,N/A,CE,Fortaleza,UFC,28,73,Não,6
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,1300.00,4,N/A,CE,Fortaleza,UFC,28,73,Não,6
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,3786.84,1,N/A,CE,Fortaleza,UFC,28,73,Não,7
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,843.40,2,N/A,CE,Fortaleza,UFC,28,73,Não,7
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,1107.52,2,N/A,CE,Fortaleza,UFC,28,73,Não,7
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,750.00,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,802.81,3,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,750.00,2,10,CE,Fortaleza,UFC,28,73,Não,2
Ciclo Jr.,FEJECE,2014,2,3,Não,31.77,862.35,3,N/A,CE,Fortaleza,UFC,28,73,Não,8
Mutare Empresa Júnior de Relações Públicas,Goiás Júnior,2018,N/A,1,Não,26.67,2100.00,5,N/A,GO,Goiânia,Universidade Federal de Goiás,28,1055,Não,8
Mutare Empresa Júnior de Relações Públicas,Goiás Júnior,2018,N/A,1,Não,26.67,750.00,5,N/A,GO,Goiânia,Universidade Federal de Goiás,28,1055,Não,7
Mutare Empresa Júnior de Relações Públicas,Goiás Júnior,2018,N/A,1,Não,26.67,690.00,6,N/A,GO,Goiânia,Universidade Federal de Goiás,28,1055,Não,4
Base Júnior,FEJERS,2015,3,4,Não,39.13,1300.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,2
Base Júnior,FEJERS,2015,3,4,Não,39.13,3550.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,3
Base Júnior,FEJERS,2015,3,4,Não,39.13,400.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,2
Base Júnior,FEJERS,2015,3,4,Não,39.13,1296.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,3
Base Júnior,FEJERS,2015,3,4,Não,39.13,900.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,4
Base Júnior,FEJERS,2015,3,4,Não,39.13,1540.00,1,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,8
Base Júnior,FEJERS,2015,3,4,Não,39.13,1900.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,8
Base Júnior,FEJERS,2015,3,4,Não,39.13,1500.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,7
Base Júnior,FEJERS,2015,3,4,Não,39.13,950.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,7
Base Júnior,FEJERS,2015,3,4,Não,39.13,1100.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,5
Base Júnior,FEJERS,2015,3,4,Não,39.13,2300.00,2,N/A,RS,Santa Maria,Universidade Federal de Santa Maria ,25,123,Não,7
PETR-AM ,Baré Júnior,2018,N/A,1,Não,92,3900.00,5,N/A,AM,,Universidade Federal do Amazonas,9,1166,Não,5
Agrijúnior ,FEJEMG,2019,N/A,N/A,Não,37.5,100.00,4,10,MG,Viçosa,UFV,29,1302,Não,4
Agrijúnior ,FEJEMG,2019,N/A,N/A,Não,37.5,650.00,4,N/A,MG,Viçosa,UFV,29,1302,Não,2
Agrijúnior ,FEJEMG,2019,N/A,N/A,Não,37.5,2000.00,3,6,MG,Viçosa,UFV,29,1302,Não,1
Agrijúnior ,FEJEMG,2019,N/A,N/A,Não,37.5,150.00,4,N/A,MG,Viçosa,UFV,29,1302,Não,7
SELECT,FEJEPAR,2017,2,2,Não,16.2,2500.00,5,N/A,PR,Cornélio Procópio,UTFPR,39,580,Não,6
SELECT,FEJEPAR,2017,2,2,Não,16.2,900.00,4,N/A,PR,Cornélio Procópio,UTFPR,39,580,Não,7
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,1670.00,4,7,MG,Belo Horizonte,UFMG,34,76,Não,4
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,1095.00,4,7,MG,Belo Horizonte,UFMG,34,76,Não,4
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,450.00,3,9,MG,Belo Horizonte,UFMG,34,76,Não,4
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,400.00,3,N/A,MG,Belo Horizonte,UFMG,34,76,Não,7
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,600.00,2,N/A,MG,Belo Horizonte,UFMG,34,76,Não,7
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,1400.00,2,N/A,MG,Belo Horizonte,UFMG,34,76,Não,7
UFMG Informática Júnior,FEJEMG,1993,2,2,Não,25.71,880.00,2,N/A,MG,Belo Horizonte,UFMG,34,76,Não,7
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,2264.00,2,N/A,PE,Recife,UFPE,23,835,Não,5
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,1421.28,2,10,PE,Recife,UFPE,23,835,Não,5
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,700.00,2,N/A,PE,Recife,UFPE,23,835,Não,1
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,1475.00,2,N/A,PE,Recife,UFPE,23,835,Não,6
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,1000.00,2,N/A,PE,Recife,UFPE,23,835,Não,6
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,400.00,3,N/A,PE,Recife,UFPE,23,835,Não,7
Watt Consultoria,FEJEPE,2018,N/A,1,Não,11.88,4341.48,4,N/A,PE,Recife,UFPE,23,835,Não,7
Meta Consultoria,FEJEMG,2012,1,2,Não,12.29,200.00,1,N/A,MG,Uberlândia,UFU,37,208,Não,1
Meta Consultoria,FEJEMG,2012,1,2,Não,12.29,15000.00,8,N/A,MG,Uberlândia,UFU,37,208,Não,1
Meta Consultoria,FEJEMG,2012,1,2,Não,12.29,2592.00,4,N/A,MG,Uberlândia,UFU,37,208,Não,4
Meta Consultoria,FEJEMG,2012,1,2,Não,12.29,2131.58,3,N/A,MG,Uberlândia,UFU,37,208,Não,3
Meta Consultoria,FEJEMG,2012,1,2,Não,12.29,1989.47,5,N/A,MG,Uberlândia,UFU,37,208,Não,7
Tríade Empresa Júnior,FEJESC,2019,N/A,N/A,Não,19,2000.00,2,N/A,SC,Florianópolis,IFSC,6,1279,Não,3
Tríade Empresa Júnior,FEJESC,2019,N/A,N/A,Não,19,2700.00,2,N/A,SC,Florianópolis,IFSC,6,1279,Não,5
Tríade Empresa Júnior,FEJESC,2019,N/A,N/A,Não,19,600.00,1,N/A,SC,Florianópolis,IFSC,6,1279,Não,7
MORPHEUS.JR,Juniores,2018,N/A,1,Não,53.33,8000.00,6,N/A,ES,Serra,IFES,16,1019,Não,5
MORPHEUS.JR,Juniores,2018,N/A,1,Não,53.33,425.00,2,N/A,ES,Serra,IFES,16,1019,Não,6
MORPHEUS.JR,Juniores,2018,N/A,1,Não,53.33,400.00,3,N/A,ES,Serra,IFES,16,1019,Não,7
Effectus Júnior,FEJEMS,2017,1,1,Não,34.55,4800.00,11,N/A,MS,Campo Grande,UFMS,30,684,Não,5
Effectus Júnior,FEJEMS,2017,1,1,Não,34.55,2000.00,5,N/A,MS,Campo Grande,UFMS,30,684,Não,3
Effectus Júnior,FEJEMS,2017,1,1,Não,34.55,2500.00,16,10,MS,Campo Grande,UFMS,30,684,Não,7
Effectus Júnior,FEJEMS,2017,1,1,Não,34.55,2079.00,2,N/A,MS,Campo Grande,UFMS,30,684,Não,7
Effectus Júnior,FEJEMS,2017,1,1,Não,34.55,2590.00,3,N/A,MS,Campo Grande,UFMS,30,684,Sim,8
